cpu_usage,memory_usage,net_upload_mbps,net_download_mbps,disk_read_mbps,disk_write_mbps,idle
94.13,55.39,9.84,10.53,16.8,24.62,0
91.07,56.28,15.57,30.49,31.59,37.47,0
86.12,55.51,10.79,78.59,30.3,29.87,0
29.46,54.57,11.06,30.54,5.95,37.53,0
64.65,54.67,11.24,97.04,26.79,7.86,0
83.08,54.06,19.94,45.88,19.41,45.8,0
66.16,54.43,8.71,8.9,20.63,16.94,0
91.16,53.57,6.09,82.09,7.49,29.22,0
90.05,54.51,15.56,67.51,42.08,34.14,0
73.55,53.76,18.57,54.13,10.27,28.77,0
64.44,53.74,10.17,64.14,5.45,13.77,0
91.29,53.34,8.29,45.32,37.16,32.17,0
50.81,52.39,5.14,96.77,10.88,21.73,0
36.63,51.41,15.83,24.11,8.6,26.35,0
26.36,51.78,16.34,78.29,46.18,43.45,0
23.92,51.25,15.87,85.32,40.96,27.88,0
83.4,50.67,14.82,98.17,12.01,15.15,0
79.44,51.34,4.55,11.33,49.94,6.12,0
47.4,50.36,16.99,57.69,45.57,46.68,0
25.66,50.57,5.76,68.58,44.97,25.7,0
34.14,49.74,16.29,96.9,17.09,27.27,0
61.94,49.79,10.55,18.72,24.89,20.03,0
63.92,48.89,1.16,77.3,37.09,21.48,0
76.62,49.05,19.15,27.81,19.56,13.27,0
31.61,48.89,7.77,71.22,30.21,22.39,0
62.16,49.3,1.11,12.46,44.66,8.5,0
89.0,50.19,6.14,40.2,30.6,44.68,0
75.47,49.28,2.65,68.57,23.46,26.18,0
34.33,49.99,16.02,48.13,18.57,22.28,0
76.17,50.16,6.17,16.16,16.34,46.43,0
8.05,49.39,0.3,0.37,1.61,1.05,1
2.02,49.92,0.27,0.94,0.62,1.74,1
3.79,49.66,0.02,0.1,1.46,0.4,1
7.58,49.74,0.36,0.11,0.81,0.97,1
12.29,50.14,0.09,0.81,1.39,1.11,1
6.24,49.82,0.07,0.67,1.05,1.28,1
13.61,50.41,0.29,0.09,0.9,1.51,1
7.47,51.2,0.45,0.27,0.82,1.8,1
10.32,50.55,0.43,0.09,1.73,0.64,1
3.67,50.15,0.21,0.25,0.64,0.27,1
8.63,50.66,0.22,0.35,1.49,1.79,1
5.05,51.28,0.37,0.15,0.26,0.69,1
3.77,50.78,0.03,0.13,1.72,1.27,1
8.37,50.4,0.26,0.66,0.47,1.73,1
10.44,49.55,0.01,0.37,0.7,1.09,1
11.87,50.03,0.11,0.68,1.61,1.12,1
9.96,50.52,0.18,0.81,0.59,1.14,1
5.75,50.61,0.15,0.46,1.64,1.86,1
9.96,51.26,0.45,0.1,0.46,1.42,1
12.87,50.84,0.21,0.09,0.88,0.46,1
11.61,50.02,0.04,0.83,0.86,1.19,1
5.13,49.47,0.04,0.96,1.61,0.92,1
14.01,48.47,0.17,0.16,1.13,1.89,1
3.65,49.2,0.47,0.17,0.23,1.14,1
7.21,49.01,0.5,0.68,0.15,1.99,1
4.38,48.91,0.28,0.3,0.17,0.0,1
12.57,48.23,0.29,1.0,0.57,0.56,1
2.54,47.7,0.14,0.79,1.81,1.95,1
13.23,47.03,0.16,0.11,1.74,1.27,1
6.5,46.14,0.14,0.74,0.91,1.98,1
5.39,46.88,0.24,0.5,0.63,1.46,1
14.09,46.49,0.4,0.85,1.1,1.65,1
6.04,46.12,0.16,0.47,0.57,1.92,1
1.56,46.05,0.26,0.06,0.22,0.44,1
6.56,45.68,0.4,0.74,0.85,0.67,1
11.63,44.94,0.03,0.01,1.59,0.95,1
3.61,44.98,0.47,0.86,1.42,0.96,1
14.63,44.41,0.48,0.22,1.62,0.39,1
10.17,45.25,0.2,0.93,0.18,1.02,1
13.57,46.18,0.08,0.37,1.24,0.32,1
13.73,45.57,0.08,0.12,0.17,1.82,1
6.3,46.43,0.22,0.6,0.14,0.45,1
13.64,45.98,0.39,0.02,0.65,1.26,1
13.65,45.14,0.32,0.07,1.82,1.92,1
8.03,46.05,0.15,0.39,0.36,1.16,1
7.6,45.92,0.04,0.62,0.68,1.71,1
2.97,45.33,0.1,0.77,0.53,1.53,1
4.89,45.05,0.23,0.94,1.86,0.41,1
2.33,44.82,0.25,0.46,1.8,1.86,1
7.43,44.66,0.45,0.81,0.01,0.64,1
37.23,43.77,4.79,8.59,33.95,16.81,0
37.32,44.72,16.24,85.89,26.74,23.72,0
35.04,45.54,5.09,32.73,12.77,22.07,0
66.15,45.68,8.83,93.77,7.18,14.46,0
66.17,45.95,1.75,43.29,34.21,36.41,0
44.04,45.9,2.78,45.58,10.79,47.64,0
43.79,46.64,15.56,52.31,18.95,41.54,0
70.48,46.09,1.89,58.8,39.35,11.14,0
86.19,45.11,1.38,76.51,26.32,25.1,0
81.45,46.02,7.84,56.37,35.48,36.62,0
59.85,45.27,8.59,95.6,33.89,18.42,0
83.19,45.48,7.88,67.74,26.19,13.95,0
24.55,46.13,8.85,56.93,24.62,38.69,0
77.84,46.8,1.74,23.44,29.15,47.07,0
83.19,45.86,6.76,45.8,26.18,12.08,0
91.02,46.02,5.57,27.8,8.75,46.78,0
70.03,45.4,18.32,37.83,32.97,6.75,0
82.34,44.4,15.57,38.31,21.96,29.01,0
38.09,43.78,4.96,28.8,41.27,17.59,0
57.82,44.28,17.45,27.93,8.53,21.04,0
61.3,44.26,16.52,96.16,40.67,32.17,0
23.01,43.83,19.7,41.43,11.85,35.0,0
63.93,43.73,12.15,47.34,42.63,16.92,0
60.33,43.03,13.61,79.48,22.77,34.07,0
89.95,43.0,8.28,74.3,5.92,14.23,0
85.87,42.24,11.02,93.34,26.77,27.07,0
80.2,42.28,5.69,90.46,45.99,47.45,0
70.78,42.28,15.79,17.45,32.04,6.54,0
31.61,41.43,4.48,39.68,24.46,33.04,0
57.78,41.9,4.47,59.53,33.68,30.05,0
45.17,40.94,15.54,46.11,26.79,34.16,0
69.05,41.79,12.75,34.44,8.86,9.09,0
71.7,40.88,3.41,38.89,31.66,42.6,0
37.75,41.1,17.91,5.87,14.06,48.16,0
39.63,40.93,2.27,7.68,16.01,44.67,0
74.03,41.75,18.45,43.76,13.61,28.27,0
80.33,40.99,2.25,70.79,30.74,45.84,0
60.05,40.55,17.71,43.95,26.69,8.17,0
44.34,39.88,18.96,31.85,25.74,35.21,0
56.48,39.13,15.03,87.35,33.18,35.11,0
90.93,39.57,3.52,78.59,16.92,47.01,0
76.54,38.78,5.16,47.09,32.8,39.65,0
92.18,38.7,17.91,30.68,42.02,28.32,0
43.58,39.1,12.04,74.34,23.49,33.31,0
73.33,38.58,1.99,86.68,25.62,16.81,0
56.23,38.53,17.85,40.94,38.74,9.36,0
94.38,38.35,15.64,25.0,27.56,15.51,0
78.51,38.11,15.65,26.67,46.5,31.67,0
57.65,37.47,12.5,58.19,26.89,27.72,0
80.95,38.36,11.29,17.45,39.48,46.96,0
5.6,37.73,0.07,0.52,0.23,1.87,1
3.87,37.07,0.2,0.38,1.59,0.91,1
4.08,37.5,0.25,0.15,1.22,1.13,1
14.07,37.1,0.46,0.95,0.49,0.26,1
13.44,36.95,0.49,0.86,0.22,1.89,1
0.24,36.9,0.22,0.05,1.09,0.68,1
9.24,37.71,0.43,0.66,0.87,1.64,1
1.88,38.43,0.27,0.28,0.09,1.34,1
2.53,39.24,0.41,0.85,1.83,0.53,1
4.88,39.13,0.28,0.05,0.09,1.44,1
3.92,38.29,0.1,0.67,0.0,1.61,1
2.95,39.22,0.19,0.48,0.71,0.64,1
9.66,38.41,0.01,0.43,1.75,0.6,1
11.4,38.65,0.3,0.57,0.11,0.28,1
3.2,39.34,0.25,0.54,0.57,1.9,1
10.86,40.29,0.04,0.11,0.99,0.32,1
2.46,40.15,0.24,0.36,1.28,0.26,1
4.19,39.75,0.44,0.04,1.83,1.67,1
11.86,39.47,0.02,0.97,1.05,0.61,1
1.09,40.37,0.49,0.04,1.31,0.89,1
3.77,39.76,0.27,0.48,1.41,0.14,1
3.3,40.48,0.37,0.19,1.15,0.43,1
14.14,40.02,0.26,0.35,0.47,0.1,1
9.85,40.0,0.27,0.94,0.79,1.39,1
7.74,40.88,0.13,0.45,0.94,1.41,1
5.01,41.4,0.02,0.5,1.09,0.34,1
14.78,41.31,0.47,0.2,1.75,1.41,1
8.16,41.47,0.42,0.48,0.75,0.99,1
2.92,41.67,0.45,0.67,1.27,0.2,1
1.9,40.85,0.04,0.53,0.81,1.18,1
6.52,40.5,0.09,0.99,1.12,1.37,1
1.51,39.55,0.49,0.29,0.85,1.3,1
12.17,40.34,0.27,0.28,0.12,0.32,1
10.32,40.15,0.12,0.07,1.38,1.14,1
5.52,40.35,0.11,0.67,1.94,0.35,1
6.42,40.43,0.22,0.25,1.65,0.97,1
4.64,40.81,0.09,0.09,1.43,0.39,1
5.92,40.43,0.21,0.47,0.74,0.2,1
9.99,39.85,0.33,0.29,0.92,0.39,1
0.44,39.11,0.45,0.21,0.46,0.56,1
9.63,39.52,0.04,0.13,1.29,0.68,1
8.41,39.4,0.13,0.65,0.23,1.07,1
4.09,39.21,0.3,0.87,2.0,1.22,1
3.46,38.94,0.13,0.48,0.73,1.83,1
5.66,38.61,0.19,0.84,1.3,1.23,1
12.29,38.61,0.02,0.87,1.03,0.8,1
10.04,37.88,0.01,0.87,0.89,0.69,1
6.65,38.81,0.25,0.4,1.36,0.84,1
9.03,38.94,0.4,0.11,0.79,0.67,1
12.93,39.28,0.04,0.07,1.7,0.43,1
60.72,40.18,16.82,16.88,10.84,30.06,0
51.12,41.17,7.21,62.64,46.87,42.66,0
21.69,40.64,3.14,62.9,41.93,17.84,0
79.02,41.1,2.07,40.09,27.76,30.22,0
46.61,40.62,12.64,60.61,29.64,33.82,0
26.35,41.02,3.27,26.34,27.51,42.82,0
79.18,40.15,7.67,43.44,22.72,13.63,0
64.32,39.65,19.8,20.85,7.1,40.08,0
82.22,39.58,14.37,94.84,23.4,34.79,0
67.29,40.2,9.54,22.92,27.86,28.79,0
75.16,40.99,13.61,15.77,37.43,27.51,0
88.99,41.07,2.05,82.96,6.7,21.52,0
31.11,41.5,15.18,5.79,12.59,31.14,0
88.75,40.74,14.4,68.82,22.75,5.06,0
60.09,39.89,13.83,44.66,37.88,28.48,0
34.4,40.87,16.96,73.87,45.26,10.29,0
35.71,40.23,1.22,99.76,17.65,35.06,0
63.52,40.48,18.18,35.42,35.16,13.46,0
45.23,40.27,5.01,34.75,13.05,45.59,0
38.4,40.15,9.52,35.45,38.5,48.7,0
84.58,40.45,11.75,19.94,36.08,28.1,0
86.73,40.65,9.37,90.61,38.78,26.99,0
44.42,40.9,19.69,68.4,6.97,19.7,0
24.22,40.43,1.45,47.75,19.97,24.72,0
32.35,40.61,14.09,53.88,14.01,19.38,0
25.42,41.12,3.8,11.96,41.55,38.86,0
73.72,41.36,13.72,50.31,33.9,6.73,0
78.34,41.74,10.51,38.96,17.48,33.93,0
85.32,41.8,7.5,78.13,30.26,44.73,0
58.82,40.91,11.98,76.18,48.41,8.31,0
90.32,41.44,11.07,63.42,26.71,9.21,0
76.04,42.21,6.92,34.09,42.7,8.26,0
39.25,42.58,12.27,93.92,35.52,23.65,0
45.8,42.29,6.27,99.68,38.79,34.01,0
23.69,42.98,1.59,57.65,39.29,29.18,0
22.51,43.88,7.97,27.52,25.13,8.26,0
36.74,44.75,18.52,45.46,49.35,29.93,0
20.4,44.6,15.22,90.79,11.29,9.33,0
90.03,45.22,11.31,55.11,11.35,5.04,0
26.57,44.37,13.04,91.89,14.39,34.94,0
65.28,44.57,4.11,74.92,18.56,25.85,0
32.85,44.95,15.09,33.75,34.81,12.12,0
29.61,45.71,9.08,28.48,38.68,16.79,0
86.89,46.14,4.73,63.32,8.95,22.62,0
69.46,46.58,12.87,31.84,22.01,9.63,0
57.79,45.63,14.47,28.65,19.6,20.04,0
45.58,44.69,16.26,90.24,28.32,25.5,0
85.94,45.54,1.25,94.75,27.01,20.39,0
21.83,45.84,12.05,57.15,14.87,24.3,0
74.53,45.37,1.01,94.0,12.4,15.51,0
0.66,44.58,0.06,0.99,0.63,0.23,1
10.82,43.7,0.43,0.26,0.04,0.45,1
1.64,44.58,0.22,0.23,1.03,0.51,1
13.6,45.03,0.28,0.35,0.76,0.82,1
6.83,44.22,0.43,0.94,0.67,1.12,1
3.09,44.13,0.21,0.21,1.75,0.32,1
9.12,44.01,0.35,0.38,1.74,1.14,1
1.1,44.0,0.23,0.82,1.23,1.66,1
1.87,43.59,0.01,0.3,1.4,1.58,1
7.49,42.99,0.21,0.41,0.46,0.27,1
0.92,43.93,0.1,0.01,1.25,0.63,1
2.99,43.0,0.17,0.36,0.02,1.68,1
14.11,42.77,0.45,0.54,1.09,1.31,1
9.74,43.55,0.02,0.05,0.91,1.1,1
1.66,43.35,0.41,0.21,0.79,0.63,1
2.34,44.04,0.25,0.8,0.88,0.98,1
10.62,43.49,0.25,0.26,1.77,1.15,1
4.11,44.08,0.4,0.04,1.98,0.26,1
5.98,43.18,0.25,0.88,0.83,1.07,1
0.13,43.0,0.12,0.68,0.24,0.23,1
9.75,42.52,0.36,0.18,0.16,1.88,1
12.81,43.06,0.43,0.77,0.34,1.64,1
8.99,43.23,0.17,0.26,0.24,1.02,1
5.45,42.56,0.24,0.36,1.28,1.8,1
5.78,42.11,0.07,0.62,1.46,1.86,1
14.26,42.17,0.03,0.6,0.11,1.79,1
10.07,41.8,0.42,0.15,0.08,1.76,1
2.02,40.87,0.23,0.6,0.06,0.55,1
6.36,41.68,0.45,0.98,1.27,0.32,1
7.79,42.1,0.08,0.92,1.51,1.46,1
3.09,42.66,0.11,0.69,0.44,0.88,1
11.78,42.12,0.23,0.79,1.68,1.31,1
4.18,42.03,0.16,0.12,0.55,0.42,1
13.64,42.88,0.05,0.72,1.37,0.19,1
8.57,41.96,0.18,0.76,0.51,1.39,1
12.61,42.5,0.22,0.64,0.44,1.35,1
7.15,43.18,0.31,0.46,1.79,1.0,1
12.04,42.64,0.21,0.23,0.81,1.65,1
7.91,41.86,0.4,0.35,1.28,0.49,1
11.94,42.8,0.05,0.27,1.71,0.69,1
14.7,42.01,0.13,0.04,1.41,0.9,1
10.64,41.36,0.02,0.87,0.28,0.25,1
14.41,40.83,0.35,0.8,0.8,0.67,1
7.26,40.17,0.28,0.63,0.51,1.9,1
14.49,40.31,0.01,0.48,0.67,0.9,1
6.59,39.81,0.21,0.73,1.37,1.67,1
9.18,39.09,0.29,0.37,0.97,0.63,1
3.29,39.55,0.05,0.68,1.32,1.9,1
0.88,40.5,0.44,0.86,0.89,1.17,1
8.03,40.67,0.45,0.08,0.38,0.88,1
81.22,40.88,19.78,41.94,7.13,41.05,0
34.89,40.49,10.4,75.52,39.67,27.48,0
93.03,39.97,13.6,43.78,17.62,37.9,0
32.88,40.28,11.07,32.55,33.3,10.31,0
41.25,39.75,1.0,17.06,47.01,44.03,0
78.38,38.88,12.56,97.24,21.81,35.67,0
49.72,39.29,19.31,56.2,17.95,10.41,0
68.36,40.13,8.1,95.34,6.0,18.67,0
44.07,41.01,5.79,55.75,42.07,9.64,0
79.63,41.58,4.44,72.64,22.32,23.1,0
92.21,41.31,3.41,44.96,26.64,21.93,0
23.92,41.91,14.03,46.44,13.77,41.72,0
56.48,42.37,6.67,65.62,17.97,15.62,0
23.02,43.36,2.8,5.64,11.88,8.1,0
41.66,43.09,3.84,27.89,47.13,28.41,0
85.5,42.73,8.5,36.83,14.33,22.0,0
70.8,42.54,6.5,59.83,7.97,13.61,0
90.27,41.66,8.17,68.09,16.48,10.72,0
42.91,41.78,4.0,21.53,39.23,5.71,0
48.46,42.24,10.62,58.47,19.1,18.28,0
85.35,42.34,4.66,14.27,45.4,20.75,0
46.97,42.25,3.39,60.99,28.63,14.13,0
79.77,42.83,12.22,14.21,29.66,36.62,0
67.18,42.66,3.9,72.47,35.48,6.1,0
44.97,43.25,13.72,25.53,31.59,46.09,0
89.11,43.97,19.59,6.01,33.02,23.58,0
38.89,43.34,19.64,63.3,40.71,8.85,0
76.88,43.07,1.42,82.6,5.63,34.57,0
65.86,43.25,14.22,37.54,9.86,8.13,0
59.05,42.3,15.1,53.42,24.01,22.91,0
45.17,43.0,19.54,87.99,19.82,31.45,0
53.1,43.38,1.34,12.08,27.97,48.62,0
25.32,43.67,4.6,78.28,42.86,32.8,0
22.13,43.1,16.74,79.89,16.66,36.89,0
23.02,43.12,4.82,21.97,20.2,23.83,0
55.76,42.71,6.14,7.77,32.23,22.81,0
85.02,43.11,15.19,86.49,27.27,10.89,0
35.46,43.91,9.38,11.18,42.14,10.67,0
84.82,43.78,9.83,75.71,32.88,41.14,0
78.94,44.35,9.79,94.39,26.89,25.82,0
81.62,44.85,11.54,22.08,26.05,48.56,0
80.84,43.95,1.62,49.45,34.1,42.35,0
83.93,44.01,11.42,23.74,19.28,17.69,0
23.88,43.92,4.01,82.21,10.97,15.5,0
58.78,43.15,15.51,47.5,40.54,32.83,0
31.72,42.92,9.3,42.7,38.46,31.13,0
32.81,42.26,5.31,59.67,24.05,28.17,0
69.72,41.93,17.2,29.5,27.12,48.9,0
64.63,42.36,2.71,62.57,9.03,48.17,0
79.11,43.28,14.38,61.02,25.25,43.63,0
7.54,42.69,0.47,0.58,1.08,0.91,1
0.16,43.66,0.12,0.51,0.76,0.9,1
5.32,43.8,0.23,0.13,0.1,1.55,1
11.43,42.82,0.07,0.57,0.51,0.46,1
2.04,42.08,0.15,0.12,1.97,0.62,1
3.07,41.57,0.29,0.06,1.72,1.92,1
6.81,40.99,0.01,0.64,0.83,0.54,1
9.84,41.7,0.21,0.18,1.38,1.13,1
1.85,41.59,0.39,0.67,0.23,1.39,1
14.18,41.25,0.07,0.64,0.76,1.91,1
14.44,40.75,0.45,0.27,1.61,1.99,1
6.61,40.32,0.26,0.29,0.03,0.44,1
6.71,40.62,0.09,0.87,1.41,0.17,1
9.84,41.48,0.48,0.0,0.5,1.86,1
10.84,40.84,0.38,0.09,1.03,0.46,1
12.17,41.8,0.07,0.47,1.88,0.37,1
14.91,41.42,0.28,0.17,0.63,0.85,1
4.28,41.61,0.49,0.15,1.47,0.0,1
13.75,41.99,0.14,0.19,1.3,1.43,1
4.86,42.68,0.13,0.96,1.85,0.91,1
6.84,41.72,0.21,0.16,0.85,1.07,1
6.72,40.76,0.39,0.68,1.27,1.82,1
8.4,41.54,0.39,0.54,0.65,0.27,1
7.11,41.85,0.44,0.59,1.35,1.61,1
6.03,41.05,0.26,0.8,0.75,0.78,1
13.73,41.4,0.05,0.65,0.83,0.81,1
1.1,42.2,0.3,0.77,1.66,0.34,1
9.88,43.0,0.44,0.49,1.08,1.84,1
6.78,42.54,0.14,0.39,0.78,0.57,1
12.93,41.66,0.03,0.68,0.35,0.69,1
4.12,41.6,0.38,0.89,0.44,0.93,1
13.12,40.62,0.38,0.51,1.34,1.69,1
6.1,40.31,0.45,0.74,1.09,1.06,1
7.86,39.62,0.33,0.42,1.43,1.72,1
6.83,40.38,0.2,0.69,0.5,1.28,1
6.33,41.28,0.46,0.99,0.21,0.47,1
14.38,40.64,0.05,0.01,0.32,1.99,1
7.59,41.36,0.42,0.02,1.21,0.55,1
4.32,41.18,0.34,0.67,0.44,0.07,1
4.41,41.39,0.4,0.8,0.91,1.21,1
12.42,41.29,0.21,0.28,0.53,1.07,1
6.66,41.12,0.05,0.72,0.43,0.39,1
3.49,40.52,0.29,0.37,0.9,1.07,1
2.42,40.52,0.44,0.43,0.82,0.07,1
8.36,41.14,0.28,0.71,0.35,0.5,1
14.21,40.79,0.07,0.5,0.43,0.12,1
2.24,41.41,0.35,0.53,0.29,0.02,1
2.73,40.58,0.3,0.34,1.17,0.63,1
3.42,39.6,0.09,0.43,1.32,0.53,1
7.83,39.75,0.3,0.96,1.18,0.94,1
89.59,39.76,16.74,35.68,15.68,16.82,0
75.8,39.34,10.56,11.44,37.56,41.27,0
69.81,39.72,9.11,89.47,43.04,28.64,0
86.25,39.5,10.42,34.76,38.91,14.9,0
84.93,39.07,14.76,43.36,14.66,21.02,0
33.21,40.03,15.12,28.95,25.44,22.36,0
49.33,39.87,2.52,13.53,31.58,31.97,0
52.39,39.08,2.02,54.07,27.71,11.73,0
29.27,38.42,2.92,62.92,13.84,16.31,0
91.84,38.41,17.24,26.9,19.74,14.45,0
21.47,39.02,13.76,54.7,45.44,12.4,0
79.4,38.54,3.42,42.86,12.66,16.46,0
61.72,38.0,8.82,95.03,10.69,48.82,0
77.97,38.32,7.44,18.59,43.61,18.9,0
62.48,38.66,9.96,52.1,37.95,8.95,0
87.19,38.47,2.1,18.36,37.25,24.68,0
30.27,37.98,10.63,17.02,26.45,39.36,0
56.06,38.52,19.85,70.23,42.86,23.67,0
23.04,38.21,3.34,24.29,23.09,43.06,0
69.1,37.89,14.48,60.69,21.08,30.97,0
26.29,37.5,19.86,17.08,8.26,44.53,0
68.77,37.32,7.25,42.19,16.8,20.44,0
74.03,37.49,10.72,94.64,6.88,27.64,0
89.01,38.24,1.93,59.48,43.41,15.89,0
21.43,37.33,14.92,93.65,34.57,24.76,0
89.01,36.58,9.94,7.75,36.04,26.68,0
36.07,37.21,2.23,59.56,32.99,27.76,0
84.58,37.34,12.7,6.21,36.29,23.81,0
68.68,36.35,7.65,92.12,11.03,35.22,0
89.35,35.78,3.14,14.01,19.99,21.81,0
63.88,36.16,9.42,8.25,19.38,41.47,0
74.37,36.82,14.26,34.54,9.48,17.26,0
93.54,36.98,10.38,5.92,11.3,19.49,0
25.63,37.49,18.92,39.68,46.07,40.12,0
65.5,38.47,12.91,65.61,33.29,29.92,0
74.92,38.43,15.76,87.88,14.7,8.77,0
58.56,37.51,16.75,47.16,30.69,28.72,0
66.14,36.84,16.73,19.96,31.74,31.71,0
29.26,37.17,19.62,42.4,15.23,12.71,0
65.71,36.8,13.23,13.36,45.21,22.52,0
54.68,37.53,8.41,87.04,46.82,18.66,0
78.61,38.17,18.69,28.35,30.96,17.35,0
20.4,38.88,11.73,37.22,19.52,34.02,0
65.69,37.9,17.21,30.14,28.38,25.27,0
61.76,37.03,13.57,61.23,38.13,30.71,0
28.73,37.14,12.33,31.12,8.58,24.33,0
44.66,37.44,14.69,66.16,19.98,38.97,0
67.81,38.33,11.52,6.08,36.34,21.92,0
81.35,38.28,12.17,28.96,14.17,20.32,0
42.2,39.14,10.78,20.71,49.0,9.86,0
13.71,38.82,0.26,0.72,0.87,1.26,1
4.59,38.56,0.29,0.5,1.16,0.57,1
1.35,39.18,0.03,0.25,0.15,0.21,1
0.68,38.79,0.33,0.27,1.74,0.97,1
7.81,38.65,0.19,0.56,0.23,1.99,1
5.29,39.08,0.36,0.36,1.67,0.91,1
1.7,38.72,0.42,0.74,0.42,0.29,1
14.64,38.86,0.13,0.46,0.06,0.79,1
14.3,38.49,0.26,0.82,1.09,0.08,1
8.68,37.89,0.48,0.86,0.46,0.44,1
13.85,37.82,0.43,0.77,0.79,1.01,1
3.88,38.32,0.25,0.03,0.26,1.77,1
6.4,38.85,0.26,0.37,1.48,1.57,1
10.87,39.36,0.1,0.34,0.94,0.66,1
5.01,39.58,0.07,0.4,1.96,0.45,1
6.55,40.33,0.04,0.49,1.4,1.03,1
4.41,40.91,0.04,0.94,0.76,1.15,1
4.93,41.54,0.36,0.14,0.58,0.29,1
3.42,41.46,0.36,0.94,1.06,1.08,1
4.96,42.18,0.24,0.6,1.97,1.88,1
13.35,43.11,0.23,0.66,1.79,0.79,1
6.3,43.6,0.3,0.71,1.9,0.49,1
7.86,43.24,0.13,0.78,1.1,1.32,1
7.27,43.27,0.31,0.4,0.4,1.92,1
11.04,43.35,0.21,0.36,0.81,0.82,1
8.2,42.61,0.25,0.13,0.99,0.34,1
14.0,42.88,0.3,0.66,0.8,1.82,1
11.56,42.23,0.18,0.96,1.64,1.71,1
4.14,41.38,0.14,0.27,1.71,0.06,1
4.18,40.39,0.1,0.23,1.6,1.13,1
6.5,40.83,0.2,0.11,1.35,1.4,1
10.95,39.86,0.0,0.95,1.63,1.81,1
14.01,40.78,0.4,0.84,0.19,1.48,1
10.21,40.74,0.29,0.95,0.89,1.2,1
14.0,40.9,0.04,0.5,1.37,1.58,1
13.64,40.56,0.47,0.06,0.8,0.05,1
8.1,40.74,0.46,0.85,0.25,0.19,1
8.03,41.52,0.13,0.9,1.85,0.81,1
5.82,41.43,0.37,0.48,0.25,1.86,1
11.04,41.81,0.18,0.02,0.2,0.99,1
5.09,42.64,0.35,0.7,1.41,0.99,1
7.39,42.91,0.23,0.2,0.62,0.08,1
3.8,42.24,0.15,0.77,0.65,0.48,1
11.65,42.51,0.06,0.45,1.01,1.37,1
12.18,42.09,0.02,0.3,0.56,0.29,1
4.72,41.76,0.26,0.66,0.76,1.44,1
4.43,42.65,0.27,0.02,0.16,0.84,1
10.85,43.29,0.04,0.85,1.46,1.22,1
6.12,43.42,0.11,0.51,1.1,1.08,1
14.24,42.61,0.45,0.88,1.6,1.89,1
39.88,41.89,10.41,85.42,27.73,38.66,0
38.93,41.59,14.9,20.65,20.81,16.92,0
73.12,41.33,7.99,57.75,9.5,41.23,0
68.64,41.19,14.78,24.92,44.81,32.73,0
33.68,41.81,18.9,76.73,14.36,20.2,0
72.18,41.23,15.55,46.91,37.24,22.39,0
67.45,41.31,19.54,34.51,25.74,35.33,0
83.26,42.04,15.47,10.54,49.93,38.86,0
68.84,41.45,17.27,15.68,20.65,44.44,0
25.87,41.82,15.97,84.37,12.32,43.45,0
59.01,41.83,16.77,44.83,13.73,17.82,0
59.85,41.21,16.31,80.18,31.16,40.14,0
23.75,41.03,17.6,12.18,16.1,36.29,0
85.72,40.78,6.66,6.13,18.53,31.01,0
60.12,40.88,17.66,91.69,16.97,25.8,0
91.18,39.9,19.97,27.36,37.71,22.01,0
20.69,39.49,9.75,51.39,6.02,35.91,0
61.99,39.56,6.72,20.88,23.32,15.45,0
34.91,38.78,10.66,19.95,35.19,38.93,0
55.09,38.81,2.35,61.83,16.9,28.74,0
89.33,39.37,11.43,60.38,23.07,47.71,0
41.41,38.74,17.04,46.08,42.29,42.03,0
72.59,38.2,6.52,33.26,18.34,37.65,0
20.07,37.96,14.59,21.26,9.7,15.69,0
55.69,37.6,1.85,97.2,37.22,19.54,0
53.64,37.11,12.9,18.91,13.5,43.67,0
48.51,36.15,17.55,68.0,20.38,35.77,0
75.17,36.97,10.25,82.25,47.96,46.66,0
58.41,36.38,7.84,49.18,36.05,44.78,0
88.86,35.6,16.49,97.99,44.61,17.6,0
28.42,35.84,6.53,63.35,41.19,45.47,0
20.42,34.93,4.54,14.47,21.35,27.56,0
46.14,34.79,4.4,66.47,25.89,27.29,0
91.7,35.64,5.08,54.08,38.12,30.06,0
48.35,34.97,9.81,13.41,32.4,17.97,0
60.84,34.34,11.11,12.21,36.42,33.07,0
55.21,34.56,14.69,55.3,22.8,19.51,0
90.43,33.75,13.76,12.1,25.73,45.09,0
94.17,34.44,19.03,12.44,47.0,21.34,0
51.38,34.63,9.38,65.25,39.85,6.52,0
34.0,33.84,7.57,38.06,26.11,20.04,0
30.92,34.74,1.64,49.67,47.95,10.21,0
75.0,34.75,13.11,66.3,42.2,9.81,0
72.28,34.81,12.15,84.11,8.25,36.08,0
48.44,35.46,7.47,63.98,45.09,27.33,0
50.16,35.14,2.95,10.84,7.31,22.11,0
73.85,35.23,15.11,9.83,14.95,17.34,0
30.84,35.05,3.54,94.66,41.19,13.13,0
46.67,34.84,16.03,53.47,10.75,38.25,0
39.72,34.64,8.13,52.29,20.44,15.89,0
0.39,35.18,0.39,0.17,0.09,1.31,1
12.23,34.68,0.25,0.21,1.47,1.4,1
13.56,35.55,0.05,0.98,1.72,1.38,1
10.86,36.04,0.1,0.44,0.14,0.78,1
5.86,35.81,0.17,0.6,1.74,0.1,1
2.46,35.21,0.35,0.11,1.33,0.57,1
